IDE;programa;IDG;corte1;corte2;curso;creditos;IDP;nestud;periodo;año;jornada;profesor;dedicacion;nsala
1500;Ingeniería Mecánica;G5;1;1;Algoritmos y programación;3;210;21;2;2017;día;Agamenón;Cátedra;15
1620;Ingeniería Ambiental;G5;4;3;Algoritmos y programación;3;210;21;2;2017;día;Agamenón;Cátedra;11
1675;Ingeniería De Sistemas;G5;4;3;Algoritmos y programación;3;210;21;2;2017;día;Agamenón;Cátedra;17
1702;Ingeniería Ambiental;G5;4;3,5;Algoritmos y programación;3;210;21;2;2017;día;Agamenón;Cátedra;12
1706;Ingeniería De Sistemas;G5;4;3;Algoritmos y programación;3;210;21;2;2017;día;Agamenón;Cátedra;14
1716;Ingeniería Electrónica;G5;4,5;3;Algoritmos y programación;3;210;21;2;2017;día;Agamenón;Cátedra;18
1763;Ingeniería Electrónica;G5;4;3,5;Algoritmos y programación;3;210;21;2;2017;día;Agamenón;Cátedra;19
1768;Ingeniería Industrial;G5;4;1;Algoritmos y programación;3;210;21;2;2017;día;Agamenón;Cátedra;13
1777;Ingeniería Ambiental;G5;4,5;3;Algoritmos y programación;3;210;21;2;2017;día;Agamenón;Cátedra;18
1797;Ingeniería De Sistemas;G5;4,5;5;Algoritmos y programación;3;210;21;2;2017;día;Agamenón;Cátedra;15
1819;Ingeniería Mecánica;G5;5;4,5;Algoritmos y programación;3;210;21;2;2017;día;Agamenón;Cátedra;16
1892;Ingeniería Ambiental;G5;4;3;Algoritmos y programación;3;210;21;2;2017;día;Agamenón;Cátedra;16
1923;Ingeniería Ambiental;G5;4;3;Algoritmos y programación;3;210;21;2;2017;día;Agamenón;Cátedra;20
1934;Ingeniería Industrial;G5;4,5;3;Algoritmos y programación;3;210;21;2;2017;día;Agamenón;Cátedra;14
1991;Ingeniería Electrónica;G5;4;3;Algoritmos y programación;3;210;21;2;2017;día;Agamenón;Cátedra;20
2000;Ingeniería Ambiental;G5;2;1;Algoritmos y programación;3;210;21;2;2017;día;Agamenón;Cátedra;19
2004;Ingeniería Electrónica;G5;4;3;Algoritmos y programación;3;210;21;2;2017;día;Agamenón;Cátedra;11
2017;Ingeniería Ambiental;G5;4,5;3;Algoritmos y programación;3;210;21;2;2017;día;Agamenón;Cátedra;13
2053;Ingeniería Ambiental;G5;4;3;Algoritmos y programación;3;210;21;2;2017;día;Agamenón;Cátedra;17
2066;Ingeniería De Sistemas;G5;4;3;Algoritmos y programación;3;210;21;2;2017;día;Agamenón;Cátedra;16
2069;Ingeniería Electrónica;G5;4;2,5;Algoritmos y programación;3;210;21;2;2017;día;Agamenón;Cátedra;12
1501;Ingeniería Ambiental;G12;0;0;Algoritmos y programación;3;218;21;2;2017;día;Dolón;TC;10
1630;Ingeniería Electrónica;G12;0;0;Algoritmos y programación;3;218;21;2;2017;día;Dolón;TC;10
1669;Ingeniería De Sistemas;G12;4;3,5;Algoritmos y programación;3;218;21;2;2017;día;Dolón;TC;1
1677;Ingeniería Electrónica;G12;4,5;4;Algoritmos y programación;3;218;21;2;2017;día;Dolón;TC;5
1681;Ingeniería Electrónica;G12;3,5;3;Algoritmos y programación;3;218;21;2;2017;día;Dolón;TC;6
1681;Ingeniería Electrónica;G12;3,5;3;Algoritmos y programación;3;218;21;2;2017;día;Dolón;TC;6
1720;Ingeniería Electrónica;G12;3;3,5;Algoritmos y programación;3;218;21;2;2017;día;Dolón;TC;5
1737;Ingeniería Ambiental;G12;0;0;Algoritmos y programación;3;218;21;2;2017;día;Dolón;TC;7
1738;Ingeniería Electrónica;G12;4,5;4,5;Algoritmos y programación;3;218;21;2;2017;día;Dolón;TC;4
1757;Ingeniería De Sistemas;G12;4;3,5;Algoritmos y programación;3;218;21;2;2017;día;Dolón;TC;9
1790;Ingeniería Electrónica;G12;4;3,5;Algoritmos y programación;3;218;21;2;2017;día;Dolón;TC;3
1811;Ingeniería Electrónica;G12;4,5;4,5;Algoritmos y programación;3;218;21;2;2017;día;Dolón;TC;4
1865;Ingeniería Mecánica;G12;4;3,5;Algoritmos y programación;3;218;21;2;2017;día;Dolón;TC;1
1883;Ingeniería Industrial;G12;5;5;Algoritmos y programación;3;218;21;2;2017;día;Dolón;TC;7
1896;Ingeniería Ambiental;G12;0;0;Algoritmos y programación;3;218;21;2;2017;día;Dolón;TC;6
1921;Ingeniería Ambiental;G12;4;3,5;Algoritmos y programación;3;218;21;2;2017;día;Dolón;TC;8
1924;Ingeniería Ambiental;G12;4,5;3;Algoritmos y programación;3;218;21;2;2017;día;Dolón;TC;9
1992;Ingeniería Electrónica;G12;4,5;4,5;Algoritmos y programación;3;218;21;2;2017;día;Dolón;TC;2
2003;Ingeniería Industrial;G12;4,5;4,5;Algoritmos y programación;3;218;21;2;2017;día;Dolón;TC;6
2008;Ingeniería Ambiental;G12;3;4,5;Algoritmos y programación;3;218;21;2;2017;día;Dolón;TC;9
2016;Ingeniería Ambiental;G12;3,5;0;Algoritmos y programación;3;218;21;2;2017;día;Dolón;TC;1
2046;Ingeniería De Sistemas;G12;4;2,5;Algoritmos y programación;3;218;21;2;2017;día;Dolón;TC;10
1502;Ingeniería De Sistemas;G16;2,5;3,5;Algoritmos y programación;3;208;17;2;2017;noche;Menelao;Cátedra;23
1557;Ingeniería De Sistemas;G16;3,5;4;Algoritmos y programación;3;208;17;2;2017;noche;Menelao;Cátedra;31
1586;Ingeniería De Sistemas;G16;3;2,5;Algoritmos y programación;3;208;17;2;2017;noche;Menelao;Cátedra;31
1597;Ingeniería De Sistemas;G16;2,5;2,5;Algoritmos y programación;3;208;17;2;2017;noche;Menelao;Cátedra;24
1603;Ingeniería De Sistemas;G16;3;3,5;Algoritmos y programación;3;208;17;2;2017;noche;Menelao;Cátedra;25
1606;Ingeniería De Sistemas;G16;0;0;Algoritmos y programación;3;208;17;2;2017;noche;Menelao;Cátedra;26
1647;Ingeniería De Sistemas;G16;0;0;Algoritmos y programación;3;208;17;2;2017;noche;Menelao;Cátedra;27
1697;Ingeniería De Sistemas;G16;3;2,5;Algoritmos y programación;3;208;17;2;2017;noche;Menelao;Cátedra;27
1698;Ingeniería De Sistemas;G16;4;3;Algoritmos y programación;3;208;17;2;2017;noche;Menelao;Cátedra;26
1705;Ingeniería De Sistemas;G16;3;4;Algoritmos y programación;3;208;17;2;2017;noche;Menelao;Cátedra;22
1847;Ingeniería De Sistemas;G16;4;3,5;Algoritmos y programación;3;208;17;2;2017;noche;Menelao;Cátedra;27
1862;Ingeniería De Sistemas;G16;3;3;Algoritmos y programación;3;208;17;2;2017;noche;Menelao;Cátedra;30
1871;Ingeniería De Sistemas;G16;3;2,5;Algoritmos y programación;3;208;17;2;2017;noche;Menelao;Cátedra;21
1918;Ingeniería Ambiental;G16;3;3,5;Algoritmos y programación;3;208;17;2;2017;noche;Menelao;Cátedra;21
1929;Ingeniería De Sistemas;G16;3,5;3,5;Algoritmos y programación;3;208;17;2;2017;noche;Menelao;Cátedra;28
2007;Ingeniería De Sistemas;G16;3,5;4,5;Algoritmos y programación;3;208;17;2;2017;noche;Menelao;Cátedra;24
2073;Ingeniería De Sistemas;G16;4;5;Algoritmos y programación;3;208;17;2;2017;noche;Menelao;Cátedra;29
1503;Ingeniería Ambiental;G4;4,5;3;Algoritmos y programación;3;213;22;2;2017;día;Hefesto;Cátedra;14
1559;Ingeniería Mecánica;G4;4;3,5;Algoritmos y programación;3;213;22;2;2017;día;Hefesto;Cátedra;14
1613;Ingeniería De Sistemas;G4;4,5;4,5;Algoritmos y programación;3;213;22;2;2017;día;Hefesto;Cátedra;13
1614;Ingeniería Ambiental;G4;4;3;Algoritmos y programación;3;213;22;2;2017;día;Hefesto;Cátedra;18
1644;Ingeniería Ambiental;G4;5;4,5;Algoritmos y programación;3;213;22;2;2017;día;Hefesto;Cátedra;16
1666;Ingeniería Ambiental;G4;5;3,5;Algoritmos y programación;3;213;22;2;2017;día;Hefesto;Cátedra;19
1689;Ingeniería Electrónica;G4;4,5;4,5;Algoritmos y programación;3;213;22;2;2017;día;Hefesto;Cátedra;15
1714;Ingeniería Industrial;G4;4,5;2,5;Algoritmos y programación;3;213;22;2;2017;día;Hefesto;Cátedra;13
1746;Ingeniería Ambiental;G4;4,5;4;Algoritmos y programación;3;213;22;2;2017;día;Hefesto;Cátedra;15
1773;Ingeniería Electrónica;G4;4,5;0;Algoritmos y programación;3;213;22;2;2017;día;Hefesto;Cátedra;17
1802;Ingeniería Electrónica;G4;4,5;3,5;Algoritmos y programación;3;213;22;2;2017;día;Hefesto;Cátedra;18
1833;Ingeniería Industrial;G4;4;3,5;Algoritmos y programación;3;213;22;2;2017;día;Hefesto;Cátedra;12
1946;Ingeniería Electrónica;G4;4;3,5;Algoritmos y programación;3;213;22;2;2017;día;Hefesto;Cátedra;16
1971;Ingeniería De Sistemas;G4;4;0;Algoritmos y programación;3;213;22;2;2017;día;Hefesto;Cátedra;14
1977;Ingeniería Ambiental;G4;4,5;3,5;Algoritmos y programación;3;213;22;2;2017;día;Hefesto;Cátedra;11
1990;Ingeniería Industrial;G4;4,5;3;Algoritmos y programación;3;213;22;2;2017;día;Hefesto;Cátedra;11
2018;Ingeniería Mecánica;G4;3,5;3;Algoritmos y programación;3;213;22;2;2017;día;Hefesto;Cátedra;15
2029;Ingeniería Electrónica;G4;4,5;3,5;Algoritmos y programación;3;213;22;2;2017;día;Hefesto;Cátedra;20
2032;Ingeniería Ambiental;G4;4;3;Algoritmos y programación;3;213;22;2;2017;día;Hefesto;Cátedra;12
2079;Ingeniería Ambiental;G4;4;3;Algoritmos y programación;3;213;22;2;2017;día;Hefesto;Cátedra;20
2082;Ingeniería Ambiental;G4;4,5;3;Algoritmos y programación;3;213;22;2;2017;día;Hefesto;Cátedra;17
2090;Ingeniería Electrónica;G4;3,5;0;Algoritmos y programación;3;213;22;2;2017;día;Hefesto;Cátedra;19
1504;Ingeniería Ambiental;G6;3,5;2,5;Algoritmos y programación;3;222;22;2;2017;día;Atenea;TC;18
1527;Ingeniería De Sistemas;G6;1,5;0;Algoritmos y programación;3;222;22;2;2017;día;Atenea;TC;8
1534;Ingeniería Mecánica;G6;3,5;2,5;Algoritmos y programación;3;222;22;2;2017;día;Atenea;TC;13
1609;Ingeniería Mecánica;G6;4;3,5;Algoritmos y programación;3;222;22;2;2017;día;Atenea;TC;9
1633;Ingeniería Ambiental;G6;2,5;0;Algoritmos y programación;3;222;22;2;2017;día;Atenea;TC;7
1664;Ingeniería Ambiental;G6;3;4;Algoritmos y programación;3;222;22;2;2017;día;Atenea;TC;20
1696;Ingeniería Ambiental;G6;4;2;Algoritmos y programación;3;222;22;2;2017;día;Atenea;TC;7
1727;Ingeniería Mecánica;G6;2,5;2,5;Algoritmos y programación;3;222;22;2;2017;día;Atenea;TC;11
1728;Ingeniería De Sistemas;G6;3,5;4;Algoritmos y programación;3;222;22;2;2017;día;Atenea;TC;13
1745;Ingeniería Ambiental;G6;4;3,5;Algoritmos y programación;3;222;22;2;2017;día;Atenea;TC;17
1764;Ingeniería Mecánica;G6;3,5;3,5;Algoritmos y programación;3;222;22;2;2017;día;Atenea;TC;20
1767;Ingeniería Electrónica;G6;4,5;5;Algoritmos y programación;3;222;22;2;2017;día;Atenea;TC;16
1775;Ingeniería De Sistemas;G6;4;3;Algoritmos y programación;3;222;22;2;2017;día;Atenea;TC;8
1801;Ingeniería Mecánica;G6;2,5;2;Algoritmos y programación;3;222;22;2;2017;día;Atenea;TC;12
1859;Ingeniería De Sistemas;G6;4;4,5;Algoritmos y programación;3;222;22;2;2017;día;Atenea;TC;14
1897;Ingeniería Mecánica;G6;3;3;Algoritmos y programación;3;222;22;2;2017;día;Atenea;TC;19
1925;Ingeniería Ambiental;G6;2,5;3;Algoritmos y programación;3;222;22;2;2017;día;Atenea;TC;11
1927;Ingeniería Ambiental;G6;3,5;4,5;Algoritmos y programación;3;222;22;2;2017;día;Atenea;TC;12
1942;Ingeniería Electrónica;G6;3;4;Algoritmos y programación;3;222;22;2;2017;día;Atenea;TC;15
1995;Ingeniería Industrial;G6;2;0;Algoritmos y programación;3;222;22;2;2017;día;Atenea;TC;17
2025;Ingeniería Ambiental;G6;3;3;Algoritmos y programación;3;222;22;2;2017;día;Atenea;TC;19
2027;Ingeniería Industrial;G6;4;3;Algoritmos y programación;3;222;22;2;2017;día;Atenea;TC;18
1505;Ingeniería De Sistemas;G7;4;3,5;Algoritmos y programación;3;203;20;2;2017;día;Artemisa;TC;17
1509;Ingeniería Industrial;G7;3;1,5;Algoritmos y programación;3;203;20;2;2017;día;Artemisa;TC;15
1510;Ingeniería De Sistemas;G7;3,5;1,5;Algoritmos y programación;3;203;20;2;2017;día;Artemisa;TC;18
1520;Ingeniería Electrónica;G7;4,5;5;Algoritmos y programación;3;203;20;2;2017;día;Artemisa;TC;11
1560;Ingeniería Ambiental;G7;2;0,5;Algoritmos y programación;3;203;20;2;2017;día;Artemisa;TC;14
1624;Ingeniería Electrónica;G7;2;0;Algoritmos y programación;3;203;20;2;2017;día;Artemisa;TC;8
1693;Ingeniería Industrial;G7;2,5;2,5;Algoritmos y programación;3;203;20;2;2017;día;Artemisa;TC;2
1695;Ingeniería Industrial;G7;0;0;Algoritmos y programación;3;203;20;2;2017;día;Artemisa;TC;16
1739;Ingeniería Electrónica;G7;4;3,5;Algoritmos y programación;3;203;20;2;2017;día;Artemisa;TC;13
1769;Ingeniería Electrónica;G7;3;1,5;Algoritmos y programación;3;203;20;2;2017;día;Artemisa;TC;20
1781;Ingeniería Electrónica;G7;2,5;0;Algoritmos y programación;3;203;20;2;2017;día;Artemisa;TC;2
1826;Ingeniería Industrial;G7;4;2;Algoritmos y programación;3;203;20;2;2017;día;Artemisa;TC;17
1853;Ingeniería Electrónica;G7;4;4,5;Algoritmos y programación;3;203;20;2;2017;día;Artemisa;TC;14
1861;Ingeniería Ambiental;G7;1,5;0;Algoritmos y programación;3;203;20;2;2017;día;Artemisa;TC;16
1906;Ingeniería Ambiental;G7;3,5;2;Algoritmos y programación;3;203;20;2;2017;día;Artemisa;TC;15
1944;Ingeniería Electrónica;G7;3,5;2;Algoritmos y programación;3;203;20;2;2017;día;Artemisa;TC;19
1947;Ingeniería Mecánica;G7;1;0;Algoritmos y programación;3;203;20;2;2017;día;Artemisa;TC;7
1957;Ingeniería Electrónica;G7;4;2;Algoritmos y programación;3;203;20;2;2017;día;Artemisa;TC;12
1989;Ingeniería Ambiental;G7;2;0;Algoritmos y programación;3;203;20;2;2017;día;Artemisa;TC;2
2006;Ingeniería Industrial;G7;3,5;1,5;Algoritmos y programación;3;203;20;2;2017;día;Artemisa;TC;18
1506;Ingeniería Ambiental;G26;3;3,5;Algoritmos y programación;3;212;15;2;2017;noche;Príamo;Cátedra;30
1571;Ingeniería Ambiental;G26;3;3;Algoritmos y programación;3;212;15;2;2017;noche;Príamo;Cátedra;30
1638;Ingeniería Industrial;G26;3,5;3;Algoritmos y programación;3;212;15;2;2017;noche;Príamo;Cátedra;28
1772;Ingeniería Industrial;G26;3,5;2,5;Algoritmos y programación;3;212;15;2;2017;noche;Príamo;Cátedra;24
1792;Ingeniería Mecánica;G26;4,5;3,5;Algoritmos y programación;3;212;15;2;2017;noche;Príamo;Cátedra;29
1841;Ingeniería Industrial;G26;4;3;Algoritmos y programación;3;212;15;2;2017;noche;Príamo;Cátedra;31
1852;Ingeniería Ambiental;G26;3;2;Algoritmos y programación;3;212;15;2;2017;noche;Príamo;Cátedra;31
1872;Ingeniería Ambiental;G26;4,5;3;Algoritmos y programación;3;212;15;2;2017;noche;Príamo;Cátedra;29
1910;Ingeniería Ambiental;G26;0;1,5;Algoritmos y programación;3;212;15;2;2017;noche;Príamo;Cátedra;26
1978;Ingeniería Ambiental;G26;4,5;4;Algoritmos y programación;3;212;15;2;2017;noche;Príamo;Cátedra;30
2034;Ingeniería Industrial;G26;4,5;3,5;Algoritmos y programación;3;212;15;2;2017;noche;Príamo;Cátedra;25
2037;Ingeniería Electrónica;G26;4,5;4,5;Algoritmos y programación;3;212;15;2;2017;noche;Príamo;Cátedra;32
2041;Ingeniería Ambiental;G26;4,5;5;Algoritmos y programación;3;212;15;2;2017;noche;Príamo;Cátedra;31
2103;Ingeniería Ambiental;G26;4;3,5;Algoritmos y programación;3;212;15;2;2017;noche;Príamo;Cátedra;31
2114;Ingeniería De Sistemas;G26;4,5;4;Algoritmos y programación;3;212;15;2;2017;noche;Príamo;Cátedra;28
1507;Ingeniería Ambiental;G25;1,5;2,5;Algoritmos y programación;3;207;17;2;2017;noche;Briseida;TC;29
1515;Ingeniería Electrónica;G25;4;4,5;Algoritmos y programación;3;207;17;2;2017;noche;Briseida;TC;26
1525;Ingeniería Ambiental;G25;4;3,5;Algoritmos y programación;3;207;17;2;2017;noche;Briseida;TC;21
1554;Ingeniería Electrónica;G25;3,5;4;Algoritmos y programación;3;207;17;2;2017;noche;Briseida;TC;27
1555;Ingeniería Ambiental;G25;3,5;4;Algoritmos y programación;3;207;17;2;2017;noche;Briseida;TC;25
1566;Ingeniería Ambiental;G25;3;4;Algoritmos y programación;3;207;17;2;2017;noche;Briseida;TC;31
1569;Ingeniería Ambiental;G25;4;3,5;Algoritmos y programación;3;207;17;2;2017;noche;Briseida;TC;32
1704;Ingeniería Ambiental;G25;3;3,5;Algoritmos y programación;3;207;17;2;2017;noche;Briseida;TC;24
1748;Ingeniería Ambiental;G25;1,5;1,5;Algoritmos y programación;3;207;17;2;2017;noche;Briseida;TC;26
1749;Ingeniería Ambiental;G25;1,5;1,5;Algoritmos y programación;3;207;17;2;2017;noche;Briseida;TC;27
1755;Ingeniería Ambiental;G25;4;4;Algoritmos y programación;3;207;17;2;2017;noche;Briseida;TC;26
1838;Ingeniería Ambiental;G25;3,5;3,5;Algoritmos y programación;3;207;17;2;2017;noche;Briseida;TC;23
1870;Ingeniería Industrial;G25;4;3;Algoritmos y programación;3;207;17;2;2017;noche;Briseida;TC;28
1898;Ingeniería Ambiental;G25;3,5;3,5;Algoritmos y programación;3;207;17;2;2017;noche;Briseida;TC;27
1903;Ingeniería Ambiental;G25;1,5;1,5;Algoritmos y programación;3;207;17;2;2017;noche;Briseida;TC;30
1928;Ingeniería Ambiental;G25;3,5;3,5;Algoritmos y programación;3;207;17;2;2017;noche;Briseida;TC;22
2052;Ingeniería Ambiental;G25;1,5;0;Algoritmos y programación;3;207;17;2;2017;noche;Briseida;TC;28
1508;Ingeniería De Sistemas;G24;3;3;Algoritmos y programación;3;208;15;2;2017;noche;Menelao;Cátedra;22
1552;Ingeniería Ambiental;G24;3,5;2,5;Algoritmos y programación;3;208;15;2;2017;noche;Menelao;Cátedra;21
1634;Ingeniería Electrónica;G24;3,5;2,5;Algoritmos y programación;3;208;15;2;2017;noche;Menelao;Cátedra;27
1656;Ingeniería Industrial;G24;3,5;3;Algoritmos y programación;3;208;15;2;2017;noche;Menelao;Cátedra;23
1709;Ingeniería Industrial;G24;3;3;Algoritmos y programación;3;208;15;2;2017;noche;Menelao;Cátedra;22
1729;Ingeniería Electrónica;G24;2;0;Algoritmos y programación;3;208;15;2;2017;noche;Menelao;Cátedra;24
1784;Ingeniería De Sistemas;G24;3;2,5;Algoritmos y programación;3;208;15;2;2017;noche;Menelao;Cátedra;32
1803;Ingeniería Mecánica;G24;2;2,5;Algoritmos y programación;3;208;15;2;2017;noche;Menelao;Cátedra;32
1820;Ingeniería Industrial;G24;3,5;3;Algoritmos y programación;3;208;15;2;2017;noche;Menelao;Cátedra;24
1901;Ingeniería Industrial;G24;3;2,5;Algoritmos y programación;3;208;15;2;2017;noche;Menelao;Cátedra;21
1920;Ingeniería Mecánica;G24;3;3;Algoritmos y programación;3;208;15;2;2017;noche;Menelao;Cátedra;25
1932;Ingeniería Mecánica;G24;2;0;Algoritmos y programación;3;208;15;2;2017;noche;Menelao;Cátedra;29
1950;Ingeniería Industrial;G24;2,5;3;Algoritmos y programación;3;208;15;2;2017;noche;Menelao;Cátedra;30
2024;Ingeniería De Sistemas;G24;3;3,5;Algoritmos y programación;3;208;15;2;2017;noche;Menelao;Cátedra;28
2086;Ingeniería Mecánica;G24;2,5;2,5;Algoritmos y programación;3;208;15;2;2017;noche;Menelao;Cátedra;23
1511;Ingeniería Mecánica;G28;4,5;4,5;Algoritmos y programación;3;205;20;2;2017;noche;Néstor;Cátedra;26
1524;Ingeniería Ambiental;G28;0;0;Algoritmos y programación;3;205;20;2;2017;noche;Néstor;Cátedra;25
1545;Ingeniería Ambiental;G28;3;3;Algoritmos y programación;3;205;20;2;2017;noche;Néstor;Cátedra;23
1565;Ingeniería Electrónica;G28;4,5;4;Algoritmos y programación;3;205;20;2;2017;noche;Néstor;Cátedra;30
1591;Ingeniería Mecánica;G28;0;0;Algoritmos y programación;3;205;20;2;2017;noche;Néstor;Cátedra;25
1592;Ingeniería Mecánica;G28;4;4;Algoritmos y programación;3;205;20;2;2017;noche;Néstor;Cátedra;32
1673;Ingeniería Electrónica;G28;4,5;3,5;Algoritmos y programación;3;205;20;2;2017;noche;Néstor;Cátedra;21
1682;Ingeniería Electrónica;G28;4,5;4;Algoritmos y programación;3;205;20;2;2017;noche;Néstor;Cátedra;22
1694;Ingeniería Ambiental;G28;0;0;Algoritmos y programación;3;205;20;2;2017;noche;Néstor;Cátedra;28
1711;Ingeniería Ambiental;G28;4,5;5;Algoritmos y programación;3;205;20;2;2017;noche;Néstor;Cátedra;24
1809;Ingeniería Electrónica;G28;0;0;Algoritmos y programación;3;205;20;2;2017;noche;Néstor;Cátedra;31
1816;Ingeniería Electrónica;G28;4,5;3,5;Algoritmos y programación;3;205;20;2;2017;noche;Néstor;Cátedra;32
1832;Ingeniería Ambiental;G28;4,5;4;Algoritmos y programación;3;205;20;2;2017;noche;Néstor;Cátedra;29
1856;Ingeniería Electrónica;G28;3;4;Algoritmos y programación;3;205;20;2;2017;noche;Néstor;Cátedra;30
1876;Ingeniería Ambiental;G28;3,5;4,5;Algoritmos y programación;3;205;20;2;2017;noche;Néstor;Cátedra;22
1959;Ingeniería Ambiental;G28;5;4;Algoritmos y programación;3;205;20;2;2017;noche;Néstor;Cátedra;26
2010;Ingeniería Mecánica;G28;5;4,5;Algoritmos y programación;3;205;20;2;2017;noche;Néstor;Cátedra;27
2036;Ingeniería Industrial;G28;5;4;Algoritmos y programación;3;205;20;2;2017;noche;Néstor;Cátedra;23
2064;Ingeniería Ambiental;G28;4;4,5;Algoritmos y programación;3;205;20;2;2017;noche;Néstor;Cátedra;27
2107;Ingeniería Industrial;G28;4,5;4;Algoritmos y programación;3;205;20;2;2017;noche;Néstor;Cátedra;24
1512;Ingeniería Industrial;G9;3,5;2;Algoritmos y programación;3;219;24;2;2017;día;Hades;TC;17
1540;Ingeniería Mecánica;G9;4;1,5;Algoritmos y programación;3;219;24;2;2017;día;Hades;TC;12
1595;Ingeniería Ambiental;G9;3,5;1,5;Algoritmos y programación;3;219;24;2;2017;día;Hades;TC;12
1602;Ingeniería De Sistemas;G9;4;3;Algoritmos y programación;3;219;24;2;2017;día;Hades;TC;11
1636;Ingeniería Ambiental;G9;3;2,5;Algoritmos y programación;3;219;24;2;2017;día;Hades;TC;20
1652;Ingeniería Industrial;G9;4;4,5;Algoritmos y programación;3;219;24;2;2017;día;Hades;TC;19
1659;Ingeniería Ambiental;G9;3,5;2,5;Algoritmos y programación;3;219;24;2;2017;día;Hades;TC;18
1676;Ingeniería De Sistemas;G9;4;3,5;Algoritmos y programación;3;219;24;2;2017;día;Hades;TC;13
1730;Ingeniería De Sistemas;G9;4;2,5;Algoritmos y programación;3;219;24;2;2017;día;Hades;TC;12
1762;Ingeniería Ambiental;G9;3,5;2;Algoritmos y programación;3;219;24;2;2017;día;Hades;TC;11
1765;Ingeniería Industrial;G9;1,5;0;Algoritmos y programación;3;219;24;2;2017;día;Hades;TC;4
1776;Ingeniería Industrial;G9;3,5;1,5;Algoritmos y programación;3;219;24;2;2017;día;Hades;TC;18
1789;Ingeniería Ambiental;G9;3,5;2,5;Algoritmos y programación;3;219;24;2;2017;día;Hades;TC;13
1794;Ingeniería Ambiental;G9;3;3;Algoritmos y programación;3;219;24;2;2017;día;Hades;TC;14
1810;Ingeniería Electrónica;G9;3,5;4;Algoritmos y programación;3;219;24;2;2017;día;Hades;TC;14
1846;Ingeniería Electrónica;G9;3,5;3,5;Algoritmos y programación;3;219;24;2;2017;día;Hades;TC;15
1863;Ingeniería Electrónica;G9;0;0;Algoritmos y programación;3;219;24;2;2017;día;Hades;TC;16
1939;Ingeniería Ambiental;G9;4;3;Algoritmos y programación;3;219;24;2;2017;día;Hades;TC;20
1998;Ingeniería Ambiental;G9;4,5;4,5;Algoritmos y programación;3;219;24;2;2017;día;Hades;TC;16
2026;Ingeniería Ambiental;G9;4,5;3;Algoritmos y programación;3;219;24;2;2017;día;Hades;TC;15
2040;Ingeniería Ambiental;G9;3,5;5;Algoritmos y programación;3;219;24;2;2017;día;Hades;TC;17
2045;Ingeniería Industrial;G9;4,5;5;Algoritmos y programación;3;219;24;2;2017;día;Hades;TC;20
2061;Ingeniería Mecánica;G9;4;4,5;Algoritmos y programación;3;219;24;2;2017;día;Hades;TC;11
2072;Ingeniería Ambiental;G9;4;4,5;Algoritmos y programación;3;219;24;2;2017;día;Hades;TC;19
1513;Ingeniería Electrónica;G32;4;5;Algoritmos y programación;3;223;24;2;2017;día;Polidoro;TC;2
1553;Ingeniería Ambiental;G32;3,5;4;Algoritmos y programación;3;223;24;2;2017;día;Polidoro;TC;8
1604;Ingeniería Ambiental;G32;3,5;3;Algoritmos y programación;3;223;24;2;2017;día;Polidoro;TC;9
1621;Ingeniería Ambiental;G32;4;4,5;Algoritmos y programación;3;223;24;2;2017;día;Polidoro;TC;4
1623;Ingeniería Ambiental;G32;4;3,5;Algoritmos y programación;3;223;24;2;2017;día;Polidoro;TC;5
1628;Ingeniería Electrónica;G32;4;5;Algoritmos y programación;3;223;24;2;2017;día;Polidoro;TC;4
1687;Ingeniería Ambiental;G32;4;3,5;Algoritmos y programación;3;223;24;2;2017;día;Polidoro;TC;4
1761;Ingeniería Ambiental;G32;3,5;2,5;Algoritmos y programación;3;223;24;2;2017;día;Polidoro;TC;7
1873;Ingeniería Ambiental;G32;4;2,5;Algoritmos y programación;3;223;24;2;2017;día;Polidoro;TC;6
1879;Ingeniería De Sistemas;G32;3,5;3;Algoritmos y programación;3;223;24;2;2017;día;Polidoro;TC;9
1886;Ingeniería Ambiental;G32;3,5;4;Algoritmos y programación;3;223;24;2;2017;día;Polidoro;TC;7
1891;Ingeniería Ambiental;G32;4;4,5;Algoritmos y programación;3;223;24;2;2017;día;Polidoro;TC;3
1895;Ingeniería Ambiental;G32;4;2,5;Algoritmos y programación;3;223;24;2;2017;día;Polidoro;TC;5
1912;Ingeniería Ambiental;G32;4;3;Algoritmos y programación;3;223;24;2;2017;día;Polidoro;TC;1
1930;Ingeniería Ambiental;G32;5;4;Algoritmos y programación;3;223;24;2;2017;día;Polidoro;TC;3
1940;Ingeniería Ambiental;G32;5;5;Algoritmos y programación;3;223;24;2;2017;día;Polidoro;TC;2
1999;Ingeniería Ambiental;G32;3,5;0;Algoritmos y programación;3;223;24;2;2017;día;Polidoro;TC;1
2009;Ingeniería Ambiental;G32;3,5;3;Algoritmos y programación;3;223;24;2;2017;día;Polidoro;TC;8
2011;Ingeniería De Sistemas;G32;4,5;4;Algoritmos y programación;3;223;24;2;2017;día;Polidoro;TC;10
2062;Ingeniería Ambiental;G32;4;4;Algoritmos y programación;3;223;24;2;2017;día;Polidoro;TC;10
2065;Ingeniería De Sistemas;G32;2;4;Algoritmos y programación;3;223;24;2;2017;día;Polidoro;TC;1
